epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,268.851,0.93348,0.59381,1.02952,0.35222,0.21053,0.24547,0.10216,2.46335,1.9466,2.1287,0.0082378,0.0082378,0.0082378
180,270.095,0.92026,0.57554,1.04863,0.35222,0.21053,0.24547,0.10216,2.46335,1.9466,2.1287,0.0082279,0.0082279,0.0082279
181,271.182,0.99143,0.60654,1.02808,0.24976,0.28947,0.2796,0.10657,2.42189,1.90942,1.94758,0.008218,0.008218,0.008218
182,272.519,1.05202,0.56698,1.0691,0.24976,0.28947,0.2796,0.10657,2.42189,1.90942,1.94758,0.0082081,0.0082081,0.0082081
183,274.136,0.98216,0.65161,1.13786,0.27581,0.26316,0.24067,0.0968,2.52285,2.00314,2.14495,0.0081982,0.0081982,0.0081982
184,275.709,0.96491,0.57151,1.09306,0.27581,0.26316,0.24067,0.0968,2.52285,2.00314,2.14495,0.0081883,0.0081883,0.0081883
185,277.429,1.02024,0.61487,1.05168,0.24045,0.26836,0.25616,0.10526,2.5535,2.22181,2.12021,0.0081784,0.0081784,0.0081784
186,279.029,1.03865,0.59443,1.05244,0.24045,0.26836,0.25616,0.10526,2.5535,2.22181,2.12021,0.0081685,0.0081685,0.0081685
187,280.591,0.92472,0.5603,1.03109,0.31032,0.21053,0.25484,0.08516,2.58519,2.31199,2.23076,0.0081586,0.0081586,0.0081586
188,282.179,0.99241,0.58984,1.03565,0.31032,0.21053,0.25484,0.08516,2.58519,2.31199,2.23076,0.0081487,0.0081487,0.0081487
189,283.768,0.98814,0.57616,1.12873,0.31622,0.23684,0.27694,0.13545,2.31593,2.25581,1.93547,0.0081388,0.0081388,0.0081388
190,285.353,0.89616,0.53,0.9874,0.31622,0.23684,0.27694,0.13545,2.31593,2.25581,1.93547,0.0081289,0.0081289,0.0081289
191,286.963,0.9139,0.55964,0.999,0.25881,0.23684,0.24781,0.08119,2.51482,2.44232,2.14973,0.008119,0.008119,0.008119
192,288.671,1.07576,0.6377,1.16241,0.25881,0.23684,0.24781,0.08119,2.51482,2.44232,2.14973,0.0081091,0.0081091,0.0081091
193,290.24,1.0325,0.56945,1.0926,0.25881,0.23684,0.24781,0.08119,2.51482,2.44232,2.14973,0.0080992,0.0080992,0.0080992
194,291.841,0.96382,0.59956,1.08657,0.27175,0.23684,0.2832,0.11851,2.37119,2.25452,2.04893,0.0080893,0.0080893,0.0080893
195,293.53,0.94317,0.55583,1.07172,0.27175,0.23684,0.2832,0.11851,2.37119,2.25452,2.04893,0.0080794,0.0080794,0.0080794
196,294.904,1.00644,0.64939,1.16513,0.40816,0.26316,0.29456,0.10525,2.54699,1.98409,2.28676,0.0080695,0.0080695,0.0080695
197,295.994,0.89751,0.52274,1.02649,0.40816,0.26316,0.29456,0.10525,2.54699,1.98409,2.28676,0.0080596,0.0080596,0.0080596
198,297.119,0.90561,0.53892,0.98258,0.30711,0.21053,0.27088,0.12599,2.44718,2.51296,2.0823,0.0080497,0.0080497,0.0080497
199,297.853,0.87639,0.51742,1.02025,0.30711,0.21053,0.27088,0.12599,2.44718,2.51296,2.0823,0.0080398,0.0080398,0.0080398
200,299.639,0.87872,0.52041,1.00666,0.2624,0.21053,0.18662,0.07824,2.8207,2.74833,2.5647,0.0080299,0.0080299,0.0080299
201,301.21,0.94975,0.55424,1.0561,0.2624,0.21053,0.18662,0.07824,2.8207,2.74833,2.5647,0.00802,0.00802,0.00802
202,302.799,0.91981,0.57642,1.01759,0.4371,0.18302,0.2796,0.12173,2.43544,2.61778,2.18512,0.0080101,0.0080101,0.0080101
203,304.515,0.82233,0.53023,1.01642,0.4371,0.18302,0.2796,0.12173,2.43544,2.61778,2.18512,0.0080002,0.0080002,0.0080002
204,306.129,0.86207,0.51978,0.98609,0.4862,0.15789,0.23734,0.08427,2.60233,2.90732,2.43425,0.0079903,0.0079903,0.0079903
205,307.815,0.89064,0.55703,1.01678,0.4862,0.15789,0.23734,0.08427,2.60233,2.90732,2.43425,0.0079804,0.0079804,0.0079804
206,309.406,0.93468,0.538,1.01022,0.4862,0.15789,0.23734,0.08427,2.60233,2.90732,2.43425,0.0079705,0.0079705,0.0079705
207,311.005,0.99698,0.56451,1.1068,0.27742,0.22993,0.24832,0.09665,2.44923,2.456,2.23915,0.0079606,0.0079606,0.0079606
208,312.711,0.92554,0.55498,1.02089,0.27742,0.22993,0.24832,0.09665,2.44923,2.456,2.23915,0.0079507,0.0079507,0.0079507
209,314.285,0.89744,0.54408,1.0648,0.5,0.20597,0.26655,0.09551,2.6414,2.62253,2.47989,0.0079408,0.0079408,0.0079408
210,315.877,0.81106,0.51101,1.00878,0.5,0.20597,0.26655,0.09551,2.6414,2.62253,2.47989,0.0079309,0.0079309,0.0079309
211,317.477,0.87771,0.50689,0.99387,0.45703,0.21053,0.28689,0.09625,2.67322,2.32986,2.47062,0.007921,0.007921,0.007921
212,319.047,1.03334,0.60553,1.09503,0.45703,0.21053,0.28689,0.09625,2.67322,2.32986,2.47062,0.0079111,0.0079111,0.0079111
213,320.641,0.89916,0.5442,1.01264,0.30579,0.26316,0.26693,0.08827,2.69234,2.33492,2.50388,0.0079012,0.0079012,0.0079012
214,321.497,0.90904,0.48702,1.00238,0.30579,0.26316,0.26693,0.08827,2.69234,2.33492,2.50388,0.0078913,0.0078913,0.0078913
215,322.608,0.899,0.55512,1.00131,0.29111,0.25701,0.26912,0.09766,2.48237,2.47491,2.29511,0.0078814,0.0078814,0.0078814
216,323.741,0.86077,0.53701,0.98882,0.29111,0.25701,0.26912,0.09766,2.48237,2.47491,2.29511,0.0078715,0.0078715,0.0078715
217,324.549,0.87505,0.51196,0.97715,0.30938,0.26316,0.26422,0.11437,2.44415,2.67788,2.25564,0.0078616,0.0078616,0.0078616
218,326.25,0.89561,0.47279,1.04969,0.30938,0.26316,0.26422,0.11437,2.44415,2.67788,2.25564,0.0078517,0.0078517,0.0078517
219,327.936,0.83761,0.50676,0.99981,0.30938,0.26316,0.26422,0.11437,2.44415,2.67788,2.25564,0.0078418,0.0078418,0.0078418
220,329.552,0.86984,0.53912,1.03218,0.3303,0.25645,0.29776,0.15504,2.50191,2.2769,2.3793,0.0078319,0.0078319,0.0078319
221,331.257,0.78381,0.4738,0.97318,0.3303,0.25645,0.29776,0.15504,2.50191,2.2769,2.3793,0.007822,0.007822,0.007822
222,333.008,0.91993,0.53706,1.06584,0.30325,0.26316,0.2672,0.13553,2.29922,2.57392,2.0733,0.0078121,0.0078121,0.0078121
223,334.674,0.81409,0.49463,0.99901,0.30325,0.26316,0.2672,0.13553,2.29922,2.57392,2.0733,0.0078022,0.0078022,0.0078022
224,336.259,0.83033,0.51304,0.98229,0.29181,0.25843,0.25245,0.11316,2.51476,2.58505,2.31765,0.0077923,0.0077923,0.0077923
225,337.84,0.81461,0.51655,0.9992,0.29181,0.25843,0.25245,0.11316,2.51476,2.58505,2.31765,0.0077824,0.0077824,0.0077824
226,339.427,0.86573,0.48932,0.99175,0.29302,0.26091,0.28936,0.12519,2.43763,2.29183,2.19096,0.0077725,0.0077725,0.0077725
227,341.006,0.8823,0.55047,1.02751,0.29302,0.26091,0.28936,0.12519,2.43763,2.29183,2.19096,0.0077626,0.0077626,0.0077626
228,342.608,0.85802,0.57156,1.03539,0.34412,0.23684,0.29014,0.12535,2.44755,2.36489,2.15059,0.0077527,0.0077527,0.0077527
229,344.171,0.81069,0.53612,1.0296,0.34412,0.23684,0.29014,0.12535,2.44755,2.36489,2.15059,0.0077428,0.0077428,0.0077428
230,345.792,0.77155,0.48366,0.9602,0.30264,0.28947,0.30089,0.13081,2.35568,2.42988,2.03013,0.0077329,0.0077329,0.0077329
231,347.372,0.83475,0.48329,0.97542,0.30264,0.28947,0.30089,0.13081,2.35568,2.42988,2.03013,0.007723,0.007723,0.007723
232,348.326,0.93034,0.54202,0.98356,0.30264,0.28947,0.30089,0.13081,2.35568,2.42988,2.03013,0.0077131,0.0077131,0.0077131
233,349.494,0.8308,0.49307,0.98572,0.26867,0.26316,0.27484,0.11305,2.40023,2.67738,2.01961,0.0077032,0.0077032,0.0077032
234,350.378,0.88362,0.51768,1.01925,0.26867,0.26316,0.27484,0.11305,2.40023,2.67738,2.01961,0.0076933,0.0076933,0.0076933
235,352.065,0.79965,0.51711,0.98272,0.36001,0.21053,0.26361,0.11018,2.42159,2.41368,2.11526,0.0076834,0.0076834,0.0076834
236,353.625,0.7347,0.45719,0.95286,0.36001,0.21053,0.26361,0.11018,2.42159,2.41368,2.11526,0.0076735,0.0076735,0.0076735
237,355.233,0.77061,0.51089,0.98033,0.33073,0.21053,0.25122,0.08996,2.49688,2.51538,2.30989,0.0076636,0.0076636,0.0076636
238,356.809,0.81175,0.52443,1.0137,0.33073,0.21053,0.25122,0.08996,2.49688,2.51538,2.30989,0.0076537,0.0076537,0.0076537
239,358.407,0.83116,0.4842,1.02598,0.37411,0.18421,0.27488,0.1255,2.31618,2.35258,2.06713,0.0076438,0.0076438,0.0076438
240,360.129,0.84288,0.49653,0.95796,0.37411,0.18421,0.27488,0.1255,2.31618,2.35258,2.06713,0.0076339,0.0076339,0.0076339
241,361.724,0.80886,0.49689,0.95985,0.33566,0.23684,0.24731,0.1034,2.56564,2.19253,2.33802,0.007624,0.007624,0.007624
242,363.427,0.80208,0.46702,0.9965,0.33566,0.23684,0.24731,0.1034,2.56564,2.19253,2.33802,0.0076141,0.0076141,0.0076141
243,365.044,0.80959,0.4853,0.99002,0.40629,0.23684,0.32567,0.12528,2.51302,2.15832,2.22801,0.0076042,0.0076042,0.0076042
244,366.74,0.80498,0.48726,0.9629,0.40629,0.23684,0.32567,0.12528,2.51302,2.15832,2.22801,0.0075943,0.0075943,0.0075943
245,368.321,0.7381,0.43965,0.94063,0.40629,0.23684,0.32567,0.12528,2.51302,2.15832,2.22801,0.0075844,0.0075844,0.0075844
246,369.904,0.90892,0.53121,1.04176,0.28641,0.23684,0.30987,0.08464,2.705,2.3221,2.43158,0.0075745,0.0075745,0.0075745
247,371.516,0.87146,0.51272,1.0344,0.28641,0.23684,0.30987,0.08464,2.705,2.3221,2.43158,0.0075646,0.0075646,0.0075646
248,373.11,0.84791,0.48467,1.00023,0.40108,0.23684,0.30764,0.1156,2.4648,2.12412,2.14809,0.0075547,0.0075547,0.0075547
249,374.079,0.79305,0.47958,1.00471,0.40108,0.23684,0.30764,0.1156,2.4648,2.12412,2.14809,0.0075448,0.0075448,0.0075448
250,375.212,0.73919,0.44769,0.96412,0.34633,0.26316,0.25716,0.08399,2.55463,2.72087,2.35708,0.0075349,0.0075349,0.0075349
251,376.304,0.74544,0.49572,1.02484,0.34633,0.26316,0.25716,0.08399,2.55463,2.72087,2.35708,0.007525,0.007525,0.007525
252,377.123,0.73193,0.43786,0.94162,0.26413,0.26316,0.25654,0.08479,2.55791,2.37483,2.30281,0.0075151,0.0075151,0.0075151
253,378.821,0.7446,0.44172,0.93515,0.26413,0.26316,0.25654,0.08479,2.55791,2.37483,2.30281,0.0075052,0.0075052,0.0075052
254,380.405,0.75352,0.4517,0.97504,0.43175,0.21053,0.27065,0.09905,2.62601,2.47462,2.51091,0.0074953,0.0074953,0.0074953
255,381.978,0.76514,0.46085,0.99098,0.43175,0.21053,0.27065,0.09905,2.62601,2.47462,2.51091,0.0074854,0.0074854,0.0074854
256,383.602,0.76444,0.47838,0.95706,0.3596,0.21053,0.27074,0.09195,2.57489,2.35605,2.23863,0.0074755,0.0074755,0.0074755
257,385.287,0.75385,0.47015,0.95797,0.3596,0.21053,0.27074,0.09195,2.57489,2.35605,2.23863,0.0074656,0.0074656,0.0074656
258,386.876,0.81488,0.4783,0.97788,0.3596,0.21053,0.27074,0.09195,2.57489,2.35605,2.23863,0.0074557,0.0074557,0.0074557
259,388.598,0.7075,0.45657,0.9612,0.34808,0.26316,0.27486,0.08913,2.68115,2.5996,2.24826,0.0074458,0.0074458,0.0074458
260,390.174,0.76394,0.48806,0.96581,0.34808,0.26316,0.27486,0.08913,2.68115,2.5996,2.24826,0.0074359,0.0074359,0.0074359
261,391.771,0.7048,0.42334,0.92015,0.38412,0.26181,0.29819,0.12522,2.50986,2.22072,2.2838,0.007426,0.007426,0.007426
262,393.348,0.81819,0.49722,0.95011,0.38412,0.26181,0.29819,0.12522,2.50986,2.22072,2.2838,0.0074161,0.0074161,0.0074161
263,394.927,0.72292,0.46388,0.94371,0.40448,0.23684,0.27528,0.10435,2.52472,2.29564,2.25796,0.0074062,0.0074062,0.0074062
264,396.538,0.71707,0.45245,0.96268,0.40448,0.23684,0.27528,0.10435,2.52472,2.29564,2.25796,0.0073963,0.0073963,0.0073963
265,398.103,0.75265,0.45584,1.00225,0.35068,0.26316,0.27445,0.10041,2.57627,2.37348,2.38444,0.0073864,0.0073864,0.0073864
266,399.706,0.69177,0.4441,0.92792,0.35068,0.26316,0.27445,0.10041,2.57627,2.37348,2.38444,0.0073765,0.0073765,0.0073765
267,400.584,0.76061,0.4594,0.92709,0.33396,0.26316,0.28166,0.08269,2.66847,2.39409,2.50497,0.0073666,0.0073666,0.0073666
268,401.821,0.75423,0.52067,1.00372,0.33396,0.26316,0.28166,0.08269,2.66847,2.39409,2.50497,0.0073567,0.0073567,0.0073567
269,402.916,0.74496,0.4717,0.94787,0.5,0.20764,0.28929,0.11476,2.47604,2.32046,2.2696,0.0073468,0.0073468,0.0073468
270,403.682,0.63714,0.42113,0.9243,0.5,0.20764,0.28929,0.11476,2.47604,2.32046,2.2696,0.0073369,0.0073369,0.0073369
271,405.384,0.70619,0.4569,0.95898,0.5,0.20764,0.28929,0.11476,2.47604,2.32046,2.2696,0.007327,0.007327,0.007327
272,406.986,0.77113,0.50027,0.94957,0.35619,0.26089,0.28382,0.09917,2.63735,2.60552,2.35477,0.0073171,0.0073171,0.0073171
273,408.694,0.7516,0.46418,0.94958,0.35619,0.26089,0.28382,0.09917,2.63735,2.60552,2.35477,0.0073072,0.0073072,0.0073072
274,410.278,0.73758,0.45252,0.96833,0.30534,0.23684,0.30951,0.11849,2.46637,2.32875,2.23737,0.0072973,0.0072973,0.0072973
275,411.972,0.79053,0.47103,0.98204,0.30534,0.23684,0.30951,0.11849,2.46637,2.32875,2.23737,0.0072874,0.0072874,0.0072874
276,413.562,0.74652,0.43965,0.98013,0.45448,0.21053,0.30438,0.0954,2.64593,2.07588,2.44777,0.0072775,0.0072775,0.0072775
277,415.278,0.68403,0.40402,0.93587,0.45448,0.21053,0.30438,0.0954,2.64593,2.07588,2.44777,0.0072676,0.0072676,0.0072676
278,416.87,0.82028,0.53782,0.9823,0.33691,0.28947,0.30381,0.1105,2.62566,2.04085,2.47148,0.0072577,0.0072577,0.0072577
279,418.573,0.70828,0.44887,0.97392,0.33691,0.28947,0.30381,0.1105,2.62566,2.04085,2.47148,0.0072478,0.0072478,0.0072478
280,420.196,0.64968,0.42032,0.93705,0.44559,0.26316,0.3096,0.10169,2.64722,2.22299,2.52967,0.0072379,0.0072379,0.0072379
281,421.874,0.69369,0.45673,0.95461,0.44559,0.26316,0.3096,0.10169,2.64722,2.22299,2.52967,0.007228,0.007228,0.007228
282,423.489,0.68309,0.44579,0.94974,0.36256,0.28947,0.31185,0.11154,2.56593,2.3814,2.33294,0.0072181,0.0072181,0.0072181
283,425.185,0.68261,0.43566,0.90349,0.36256,0.28947,0.31185,0.11154,2.56593,2.3814,2.33294,0.0072082,0.0072082,0.0072082
284,426.672,0.74072,0.46948,0.9676,0.36256,0.28947,0.31185,0.11154,2.56593,2.3814,2.33294,0.0071983,0.0071983,0.0071983
285,427.728,0.71374,0.46023,0.96373,0.42347,0.23684,0.29196,0.09074,2.77333,2.10751,2.6139,0.0071884,0.0071884,0.0071884
286,428.835,0.70233,0.43858,0.93311,0.42347,0.23684,0.29196,0.09074,2.77333,2.10751,2.6139,0.0071785,0.0071785,0.0071785
287,429.692,0.60326,0.40099,0.92539,0.38313,0.25909,0.3101,0.10575,2.64016,2.35403,2.34712,0.0071686,0.0071686,0.0071686
288,431.182,0.64736,0.40548,0.90223,0.38313,0.25909,0.3101,0.10575,2.64016,2.35403,2.34712,0.0071587,0.0071587,0.0071587
289,432.767,0.71638,0.43774,0.96946,0.28751,0.23684,0.27771,0.0977,2.68089,2.40562,2.34635,0.0071488,0.0071488,0.0071488
290,434.357,0.72829,0.47178,0.96456,0.28751,0.23684,0.27771,0.0977,2.68089,2.40562,2.34635,0.0071389,0.0071389,0.0071389
291,435.954,0.64572,0.42072,0.94355,0.29196,0.26316,0.26656,0.10044,2.60078,2.43385,2.30391,0.007129,0.007129,0.007129
292,437.53,0.69922,0.45922,0.9509,0.29196,0.26316,0.26656,0.10044,2.60078,2.43385,2.30391,0.0071191,0.0071191,0.0071191
293,439.111,0.68475,0.42929,0.92544,0.48428,0.18421,0.2656,0.08374,2.50891,2.54286,2.33697,0.0071092,0.0071092,0.0071092
294,440.696,0.65383,0.45142,0.94087,0.48428,0.18421,0.2656,0.08374,2.50891,2.54286,2.33697,0.0070993,0.0070993,0.0070993
295,442.298,0.66712,0.458,0.95633,0.26564,0.23873,0.28371,0.10143,2.49216,2.38289,2.27394,0.0070894,0.0070894,0.0070894
296,443.992,0.64759,0.41425,0.9206,0.26564,0.23873,0.28371,0.10143,2.49216,2.38289,2.27394,0.0070795,0.0070795,0.0070795
297,445.574,0.66643,0.44781,0.92667,0.26564,0.23873,0.28371,0.10143,2.49216,2.38289,2.27394,0.0070696,0.0070696,0.0070696
298,447.283,0.7002,0.43428,0.94775,0.30758,0.28947,0.2817,0.11278,2.45603,2.55101,2.12645,0.0070597,0.0070597,0.0070597
299,448.871,0.72343,0.50214,0.95765,0.30758,0.28947,0.2817,0.11278,2.45603,2.55101,2.12645,0.0070498,0.0070498,0.0070498
300,450.464,0.63599,0.41015,0.927,0.27782,0.26325,0.27241,0.10837,2.57715,2.58938,2.33782,0.0070399,0.0070399,0.0070399
301,452.048,0.60916,0.41383,0.91791,0.27782,0.26325,0.27241,0.10837,2.57715,2.58938,2.33782,0.00703,0.00703,0.00703
302,453.418,0.63161,0.45711,0.94271,0.32565,0.23684,0.29819,0.11447,2.53549,2.26049,2.24123,0.0070201,0.0070201,0.0070201
303,454.52,0.73693,0.47942,0.96786,0.32565,0.23684,0.29819,0.11447,2.53549,2.26049,2.24123,0.0070102,0.0070102,0.0070102
304,455.651,0.66823,0.43614,0.94816,0.33153,0.31096,0.29022,0.11576,2.47004,2.06028,2.17531,0.0070003,0.0070003,0.0070003
305,456.407,0.71574,0.49765,0.98252,0.33153,0.31096,0.29022,0.11576,2.47004,2.06028,2.17531,0.0069904,0.0069904,0.0069904
306,458.246,0.66259,0.43255,0.93938,0.32324,0.28878,0.2795,0.12084,2.40548,1.92179,2.10008,0.0069805,0.0069805,0.0069805
307,459.834,0.58982,0.38935,0.93079,0.32324,0.28878,0.2795,0.12084,2.40548,1.92179,2.10008,0.0069706,0.0069706,0.0069706
308,461.43,0.58267,0.37375,0.93077,0.28963,0.28947,0.2933,0.12463,2.44482,1.91989,2.19495,0.0069607,0.0069607,0.0069607
309,463.132,0.68034,0.46641,0.959,0.28963,0.28947,0.2933,0.12463,2.44482,1.91989,2.19495,0.0069508,0.0069508,0.0069508
310,464.706,0.64894,0.43251,0.93528,0.28963,0.28947,0.2933,0.12463,2.44482,1.91989,2.19495,0.0069409,0.0069409,0.0069409
311,466.288,0.65316,0.40953,0.95326,0.31174,0.31579,0.30092,0.12543,2.41033,1.94045,2.11602,0.006931,0.006931,0.006931
312,467.871,0.68635,0.43001,0.93826,0.31174,0.31579,0.30092,0.12543,2.41033,1.94045,2.11602,0.0069211,0.0069211,0.0069211
313,469.46,0.59175,0.41216,0.89332,0.31359,0.31579,0.3023,0.12712,2.41243,1.74796,2.1672,0.0069112,0.0069112,0.0069112
314,471.061,0.64488,0.44091,0.94628,0.31359,0.31579,0.3023,0.12712,2.41243,1.74796,2.1672,0.0069013,0.0069013,0.0069013
315,472.633,0.64766,0.43168,0.91975,0.28832,0.26316,0.27659,0.12756,2.41717,1.92576,2.09539,0.0068914,0.0068914,0.0068914
316,474.361,0.63945,0.42745,0.916,0.28832,0.26316,0.27659,0.12756,2.41717,1.92576,2.09539,0.0068815,0.0068815,0.0068815
317,475.945,0.64449,0.44659,0.93949,0.27075,0.21053,0.28953,0.13256,2.45391,2.40071,2.1098,0.0068716,0.0068716,0.0068716
318,477.535,0.64275,0.43311,0.92079,0.27075,0.21053,0.28953,0.13256,2.45391,2.40071,2.1098,0.0068617,0.0068617,0.0068617
319,479.124,0.69202,0.4556,0.9318,0.5,0.18279,0.2769,0.13084,2.42802,2.17461,2.16344,0.0068518,0.0068518,0.0068518
320,479.988,0.5661,0.38602,0.91539,0.5,0.18279,0.2769,0.13084,2.42802,2.17461,2.16344,0.0068419,0.0068419,0.0068419
321,481.15,0.7253,0.44474,1.00065,0.44196,0.21053,0.28352,0.14251,2.3724,2.40438,2.18855,0.006832,0.006832,0.006832
322,482.241,0.60944,0.39297,0.90232,0.44196,0.21053,0.28352,0.14251,2.3724,2.40438,2.18855,0.0068221,0.0068221,0.0068221
323,483.019,0.6196,0.38654,0.90972,0.44196,0.21053,0.28352,0.14251,2.3724,2.40438,2.18855,0.0068122,0.0068122,0.0068122
324,484.741,0.59711,0.37912,0.91693,0.47917,0.23684,0.3043,0.13092,2.36493,2.55005,2.13762,0.0068023,0.0068023,0.0068023
325,486.3,0.61632,0.38857,0.94148,0.47917,0.23684,0.3043,0.13092,2.36493,2.55005,2.13762,0.0067924,0.0067924,0.0067924
326,487.903,0.56586,0.38721,0.8939,0.44903,0.23224,0.31104,0.13895,2.2861,2.62711,2.13394,0.0067825,0.0067825,0.0067825
327,489.485,0.61834,0.39694,0.93366,0.44903,0.23224,0.31104,0.13895,2.2861,2.62711,2.13394,0.0067726,0.0067726,0.0067726
328,491.101,0.65543,0.41547,0.94123,0.29442,0.21053,0.25303,0.12096,2.36898,2.67274,2.16643,0.0067627,0.0067627,0.0067627
329,492.667,0.633,0.39716,0.93437,0.29442,0.21053,0.25303,0.12096,2.36898,2.67274,2.16643,0.0067528,0.0067528,0.0067528
330,494.248,0.63289,0.42055,0.92782,0.3943,0.18421,0.26342,0.12994,2.33043,2.94198,2.15527,0.0067429,0.0067429,0.0067429
331,495.842,0.62394,0.39216,0.91306,0.3943,0.18421,0.26342,0.12994,2.33043,2.94198,2.15527,0.006733,0.006733,0.006733
332,497.442,0.65319,0.41549,0.907,0.42342,0.18421,0.2728,0.13016,2.32864,3.02433,2.09795,0.0067231,0.0067231,0.0067231
333,499.031,0.64644,0.3969,0.89865,0.42342,0.18421,0.2728,0.13016,2.32864,3.02433,2.09795,0.0067132,0.0067132,0.0067132
334,500.758,0.74458,0.45594,0.97868,0.36597,0.21053,0.26992,0.11437,2.35826,2.69517,2.20949,0.0067033,0.0067033,0.0067033
335,502.445,0.63176,0.40662,0.94646,0.36597,0.21053,0.26992,0.11437,2.35826,2.69517,2.20949,0.0066934,0.0066934,0.0066934
336,504.162,0.55391,0.36577,0.88566,0.36597,0.21053,0.26992,0.11437,2.35826,2.69517,2.20949,0.0066835,0.0066835,0.0066835
337,505.77,0.65336,0.40424,0.94595,0.2957,0.22892,0.26435,0.12068,2.38748,2.6148,2.23092,0.0066736,0.0066736,0.0066736
338,506.531,0.56926,0.37364,0.91487,0.2957,0.22892,0.26435,0.12068,2.38748,2.6148,2.23092,0.0066637,0.0066637,0.0066637
339,507.711,0.63224,0.39322,0.92176,0.25942,0.23684,0.2486,0.11049,2.38788,2.52432,2.26877,0.0066538,0.0066538,0.0066538
340,508.791,0.58617,0.38547,0.9063,0.25942,0.23684,0.2486,0.11049,2.38788,2.52432,2.26877,0.0066439,0.0066439,0.0066439
341,510.127,0.61421,0.41815,0.93013,0.29827,0.23366,0.28419,0.12852,2.44049,2.56833,2.3533,0.006634,0.006634,0.006634
342,511.837,0.61338,0.36856,0.93158,0.29827,0.23366,0.28419,0.12852,2.44049,2.56833,2.3533,0.0066241,0.0066241,0.0066241
343,513.43,0.62918,0.42641,0.91819,0.29487,0.21053,0.24897,0.10021,2.4495,2.21662,2.3111,0.0066142,0.0066142,0.0066142
344,515.018,0.74202,0.43374,0.97804,0.29487,0.21053,0.24897,0.10021,2.4495,2.21662,2.3111,0.0066043,0.0066043,0.0066043
345,516.623,0.60474,0.38379,0.89578,0.38208,0.25622,0.3055,0.12577,2.45934,2.52558,2.24354,0.0065944,0.0065944,0.0065944
346,518.207,0.59869,0.41106,0.92765,0.38208,0.25622,0.3055,0.12577,2.45934,2.52558,2.24354,0.0065845,0.0065845,0.0065845
347,519.927,0.56771,0.41145,0.90962,0.28753,0.24968,0.27642,0.12644,2.31622,2.27512,2.17354,0.0065746,0.0065746,0.0065746
348,521.624,0.58279,0.37452,0.90116,0.28753,0.24968,0.27642,0.12644,2.31622,2.27512,2.17354,0.0065647,0.0065647,0.0065647
349,523.206,0.55603,0.3735,0.91663,0.28753,0.24968,0.27642,0.12644,2.31622,2.27512,2.17354,0.0065548,0.0065548,0.0065548
350,524.785,0.62502,0.41069,0.96733,0.30082,0.26316,0.28056,0.11297,2.43434,2.92225,2.08902,0.0065449,0.0065449,0.0065449
351,526.374,0.60171,0.38767,0.89167,0.30082,0.26316,0.28056,0.11297,2.43434,2.92225,2.08902,0.006535,0.006535,0.006535
352,528.113,0.63013,0.46147,0.95634,0.30089,0.23684,0.29247,0.11994,2.41249,2.67535,2.22337,0.0065251,0.0065251,0.0065251
353,529.785,0.65916,0.43641,0.96333,0.30089,0.23684,0.29247,0.11994,2.41249,2.67535,2.22337,0.0065152,0.0065152,0.0065152
354,531.372,0.61741,0.39686,0.92314,0.34019,0.23684,0.27515,0.1003,2.39298,2.58938,2.21027,0.0065053,0.0065053,0.0065053
355,532.504,0.64995,0.42095,0.9376,0.34019,0.23684,0.27515,0.1003,2.39298,2.58938,2.21027,0.0064954,0.0064954,0.0064954
356,533.761,0.61537,0.38493,0.90402,0.32036,0.21053,0.25874,0.08843,2.42592,3.07733,2.25823,0.0064855,0.0064855,0.0064855
357,534.852,0.61638,0.41177,0.93637,0.32036,0.21053,0.25874,0.08843,2.42592,3.07733,2.25823,0.0064756,0.0064756,0.0064756
358,535.628,0.62793,0.40353,0.93971,0.33349,0.26356,0.27429,0.09317,2.47353,2.69948,2.35794,0.0064657,0.0064657,0.0064657
359,537.433,0.67817,0.43719,0.92945,0.33349,0.26356,0.27429,0.09317,2.47353,2.69948,2.35794,0.0064558,0.0064558,0.0064558
360,539.034,0.69635,0.41011,0.98827,0.39895,0.20803,0.26721,0.08963,2.54612,2.71213,2.40528,0.0064459,0.0064459,0.0064459
361,540.734,0.58938,0.38589,0.93842,0.39895,0.20803,0.26721,0.08963,2.54612,2.71213,2.40528,0.006436,0.006436,0.006436
362,542.318,0.60454,0.40463,0.88857,0.39895,0.20803,0.26721,0.08963,2.54612,2.71213,2.40528,0.0064261,0.0064261,0.0064261
363,543.911,0.6367,0.4307,0.91489,0.32775,0.25082,0.29347,0.10387,2.52304,2.42592,2.42855,0.0064162,0.0064162,0.0064162
364,545.506,0.6264,0.4263,0.938,0.32775,0.25082,0.29347,0.10387,2.52304,2.42592,2.42855,0.0064063,0.0064063,0.0064063
365,547.199,0.60317,0.39526,0.89526,0.43039,0.18421,0.25936,0.10067,2.36784,2.88525,2.19206,0.0063964,0.0063964,0.0063964
366,548.791,0.57388,0.39882,0.89604,0.43039,0.18421,0.25936,0.10067,2.36784,2.88525,2.19206,0.0063865,0.0063865,0.0063865
